,Month_year,Country,Balance,Combustible Renewables,Hydro,Other Renewables,Solar,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",Wind,value_CDD_18,value_CDD_21,value_Global_Horizontal_Irrandiance,value_HDD_16,value_HDD_18,value_Heat_index,value_Relative_Humidty,value_Temperature,value_Total_Precipitation,"total target (wind, solar, hydro)"
4745,2015-05-01,Poland,Net Electricity Production,820.459,239.778,0.0,8.561,1707.526,638.728,0.5372,0.0,730884.0,102.7,161.2,12.82,67.47,12.64,0.08984,887.067
4746,2015-05-01,Portugal,Net Electricity Production,217.622,869.609,0.0,87.557,2265.488,1074.7,30.41,5.767,1057142.0,10.27,35.69,17.83,63.38,18.21,0.05106,2031.866
4747,2015-05-01,Romania,Net Electricity Production,24.384,1951.481,0.0,219.184,2599.641,404.592,22.44,1.977,844658.0,27.27,57.89,16.86,68.55,16.11,0.09281,2575.257
4748,2015-05-01,Serbia,Net Electricity Production,1.572,1150.258,0.0,1.212,1153.042,0.0,31.25,7.199,846432.0,18.45,44.12,17.58,68.28,16.94,0.1066,1151.47
4749,2015-05-01,Slovak Republic,Net Electricity Production,108.968,552.034,0.0,60.729,722.231,0.5,2.412,0.01911,720068.0,83.48,136.6,13.67,72.18,13.41,0.1557,613.263
4750,2015-05-01,Slovenia,Net Electricity Production,23.223,415.691,0.0,30.361,470.28,1.005,5.028,0.03655,766357.0,37.18,78.83,15.62,71.74,15.3,0.1945,447.05699999999996
4751,2015-05-01,Spain,Net Electricity Production,288.186,3210.635,0.0,1667.553,10050.208,4883.834,55.18,15.72,1061507.0,14.53,31.86,18.75,55.29,18.06,0.02554,9762.022
4752,2015-05-01,Sweden,Net Electricity Production,847.55,6510.443,0.0,13.758,8621.951,1250.2,0.0,0.0,675998.0,220.2,282.2,8.896,75.43,6.644,0.1463,7774.401
4753,2015-05-01,Switzerland,Net Electricity Production,121.222,4078.0,0.0,112.467,4320.856,9.167,2.33,0.0004257,789870.0,120.3,176.9,12.37,75.35,9.597,0.294,4199.634
4754,2015-05-01,United Kingdom,Net Electricity Production,2228.994,766.262,0.167,1012.497,7639.329,3631.409,0.0,0.0,698385.0,161.5,223.5,10.79,77.11,9.603,0.1444,5410.168
4755,2015-05-01,United States,Net Electricity Production,5337.643,21888.408,0.0,3524.11,49291.731,17151.382,84.15,36.76,889823.0,30.06,51.85,19.1,64.31,14.71,0.1286,42563.9
4756,2016-05-01,Argentina,Net Electricity Production,212.249,2836.279,0.0,0.513,3082.471,33.429,1.69,0.07047,347560.0,136.3,194.5,11.78,77.67,9.501,0.05935,2870.221
4757,2016-05-01,Australia,Net Electricity Production,587.1599,1300.9196,0.0,366.4515,3811.4353,1556.9043,22.07,6.915,585671.0,52.45,91.65,15.78,57.36,19.9,0.05677,3224.2753999999995
4758,2016-05-01,Austria,Net Electricity Production,389.9875,4189.2604,0.0,133.3482,5185.1374,472.5397,5.808,0.4682,762844.0,121.2,173.5,12.59,74.03,10.76,0.2398,4795.1483
4759,2016-05-01,Belgium,Net Electricity Production,434.348,121.655,0.0,431.172,1332.514,345.339,4.933,0.0,755886.0,77.94,125.3,14.12,71.64,13.72,0.132,898.1659999999999
4760,2016-05-01,Brazil,Net Electricity Production,4930.4343,31391.319,0.0,5.61,38712.532,2385.1687,140.7,76.23,650314.0,7.035,16.19,22.58,77.49,24.75,0.1642,33782.0977
4761,2016-05-01,Bulgaria,Net Electricity Production,17.848,488.865,0.0,143.149,775.613,125.751,10.2,1.741,845793.0,69.71,115.9,14.59,74.65,14.83,0.1509,757.765
4762,2016-05-01,Canada,Net Electricity Production,658.613,29258.92,1.847,502.6,32751.144,2329.164,13.44,3.362,831512.0,130.1,179.4,12.64,70.96,3.978,0.07361,32090.683999999997
4763,2016-05-01,Chile,Net Electricity Production,496.494,1794.15,0.0,140.442,2567.964,136.878,0.3932,0.00308,408261.0,161.3,221.4,10.87,70.32,7.896,0.05489,2071.4700000000003
4764,2016-05-01,Colombia,Net Electricity Production,99.563,4456.328,0.0,0.67,4560.593,4.032,125.0,72.22,607381.0,15.86,33.51,22.17,87.31,24.47,0.5371,4461.030000000001
4765,2016-05-01,Croatia,Net Electricity Production,16.137,631.359,0.0,7.722,737.485,82.267,18.96,3.442,860983.0,40.2,81.79,15.97,73.37,16.12,0.161,721.3480000000001
4766,2016-05-01,Cyprus,Net Electricity Production,3.437,0.0,0.0,14.668,41.382,23.277,111.5,35.36,1069242.0,0.02071,1.382,21.55,67.31,21.07,0.02473,37.945
4767,2016-05-01,Czech Republic,Net Electricity Production,353.954,231.038,0.0,287.891,916.234,43.351,5.163,0.09471,810584.0,83.44,133.6,13.86,68.43,13.52,0.1006,562.28
4768,2016-05-01,Denmark,Net Electricity Production,264.509,1.539,0.0,123.516,1220.671,831.107,2.205,0.0,881146.0,99.63,154.4,13.09,75.99,12.68,0.04772,956.1619999999999
4769,2016-05-01,Estonia,Net Electricity Production,48.111,2.835,0.0,1.301,75.142,22.895,3.361,0.2105,925067.0,98.02,153.9,13.14,64.67,13.1,0.03109,27.031
4770,2016-05-01,Finland,Net Electricity Production,807.95,0.0,0.0,2.207,960.995,150.838,1.341,0.0,760691.0,123.3,179.9,12.24,64.75,10.89,0.05683,153.045
4771,2016-05-01,France,Net Electricity Production,267.984,6623.449,41.199,1012.586,9544.342,1591.796,1.84,0.01765,795218.0,73.47,125.0,14.03,73.63,13.61,0.1703,9227.831
4772,2016-05-01,Germany,Net Electricity Production,3963.0123,2490.7142,0.0,5189.6823,18104.0543,6446.2417,4.753,0.06671,799566.0,83.66,129.8,13.97,68.91,13.79,0.1072,14126.6382
4773,2016-05-01,Greece,Net Electricity Production,21.0635,417.8802,0.0,392.4899,1177.096,345.6624,44.05,9.96,996880.0,11.3,31.03,18.42,70.6,17.91,0.07651,1156.0325
4774,2016-05-01,Hungary,Net Electricity Production,173.898,29.035,0.0,28.521,286.347,54.893,23.19,4.429,870480.0,36.89,76.89,16.27,65.19,16.33,0.1065,112.449
4775,2016-05-01,Iceland,Net Electricity Production,0.0,1112.124,0.0,0.0,1540.676,0.593,0.0,0.0,749125.0,310.4,372.4,5.986,78.8,3.9,0.07733,1112.717
4776,2016-05-01,India,Net Electricity Production,1757.9469,11889.4245,0.0,1406.4926,19346.2686,4292.4046,415.4,323.5,985527.0,1.205,1.728,34.3,55.14,29.92,0.1072,17588.3217
4777,2016-05-01,Ireland,Net Electricity Production,43.0607,46.39,0.0,0.9808,443.9025,353.4711,0.0,0.0,778056.0,130.5,192.3,11.8,78.55,11.72,0.1034,400.84189999999995
4778,2016-05-01,Italy,Net Electricity Production,1296.231,4336.77,0.0,2440.606,10282.415,1710.638,13.82,1.473,929292.0,32.35,70.22,16.18,71.46,15.67,0.1363,8488.014000000001
4779,2016-05-01,Japan,Net Electricity Production,1169.053,9541.629,0.0,4731.281,16133.028,499.351,50.31,9.129,838727.0,10.44,24.46,18.84,73.96,17.52,0.2202,14772.261
4780,2016-05-01,Korea,Net Electricity Production,352.282,609.404,41.333,548.205,1691.402,140.178,41.46,5.899,916346.0,8.235,26.23,18.49,69.77,17.59,0.1606,1297.787
4781,2016-05-01,Latvia,Net Electricity Production,65.086,327.886,0.0,0.0,398.042,5.07,8.41,1.405,898004.0,79.99,130.3,14.07,63.35,13.89,0.04143,332.956
4782,2016-05-01,Lithuania,Net Electricity Production,28.101,76.951,0.0,11.22,169.836,53.564,11.66,1.969,869227.0,66.94,114.0,14.7,64.03,14.67,0.0622,141.735
4783,2016-05-01,Luxembourg,Net Electricity Production,11.6642,159.5164,0.0,14.0238,192.0208,6.8164,0.01486,0.0,729207.0,99.34,156.2,12.96,74.12,12.84,0.159,180.35660000000001
4784,2016-05-01,Malta,Net Electricity Production,0.423,0.0,0.0,14.297,14.72,0.0,25.51,0.0,1050263.0,0.6029,10.03,18.5,81.79,18.45,0.01163,14.297
4785,2016-05-01,Mexico,Net Electricity Production,119.377,3610.318,0.0,54.264,4754.16,472.461,160.3,90.83,1080865.0,0.7172,6.163,23.67,54.96,24.17,0.05737,4137.043000000001
4786,2016-05-01,Netherlands,Net Electricity Production,372.557,12.391,0.0,212.552,1124.124,526.624,7.756,0.0,793049.0,79.7,123.9,14.25,72.14,14.01,0.08303,751.567
4787,2016-05-01,New Zealand,Net Electricity Production,58.578,2050.8501,0.0,2.3437,3001.9281,233.1471,2.047,1.671e-07,290378.0,72.34,119.9,14.2,81.93,11.54,0.253,2286.3409
4788,2016-05-01,Norway,Net Electricity Production,17.256,10778.585,0.0,0.0,10921.578,125.737,0.2349,0.0,748880.0,183.6,244.2,10.13,70.6,7.525,0.09918,10904.321999999998
4789,2016-05-01,People's Republic of China,Net Electricity Production,4592.601,101453.402,0.908,5670.057,135207.599,23480.762,106.9,49.18,917160.0,15.88,28.79,20.84,55.31,13.69,0.1343,130604.221
4790,2016-05-01,Poland,Net Electricity Production,623.093,212.865,0.0,18.605,1618.628,764.065,13.7,1.34,856855.0,67.35,110.7,14.87,66.47,14.89,0.0779,995.5350000000001
4791,2016-05-01,Portugal,Net Electricity Production,155.685,2313.29,0.0,80.895,3508.905,951.357,4.955,0.2386,879635.0,34.09,82.71,15.49,74.39,15.69,0.1691,3345.542
4792,2016-05-01,Romania,Net Electricity Production,27.222,1719.879,0.0,201.269,2357.764,409.394,13.01,2.361,833305.0,64.48,108.6,14.92,72.72,14.26,0.1553,2330.542
4793,2016-05-01,Serbia,Net Electricity Production,2.11,1183.821,0.0,1.323,1189.253,2.0,24.04,7.079,835914.0,49.94,90.57,15.85,71.87,15.06,0.1455,1187.144
4794,2016-05-01,Slovak Republic,Net Electricity Production,112.726,400.78,0.0,63.97,577.976,0.5,10.47,1.509,854638.0,78.18,126.0,14.27,68.79,13.95,0.1001,465.25
4795,2016-05-01,Slovenia,Net Electricity Production,24.373,485.062,0.0,30.372,539.807,0.0,6.716,0.5006,796030.0,69.9,118.7,14.39,72.71,14.06,0.2326,515.434
4796,2016-05-01,Spain,Net Electricity Production,485.765,5401.557,0.0,1291.221,11105.141,3926.598,17.78,2.021,948864.0,33.52,69.01,16.35,65.94,15.43,0.1027,10619.376
4797,2016-05-01,Sweden,Net Electricity Production,722.0057,5595.7412,0.0,25.3209,7236.6669,893.5991,1.342,0.0,778671.0,136.7,193.3,11.81,66.82,9.483,0.06432,6514.6612000000005
4798,2016-05-01,Switzerland,Net Electricity Production,108.993,3395.879,0.0,161.132,3675.087,9.083,0.5588,0.0,791023.0,157.2,215.0,11.08,75.8,8.252,0.298,3566.094
4799,2016-05-01,United Kingdom,Net Electricity Production,2768.3664,535.7919,0.0008,1471.8697,7516.7129,2740.6842,0.294,0.0,761877.0,121.2,180.8,12.18,78.33,11.16,0.08586,4748.3458
4800,2016-05-01,United States,Net Electricity Production,5329.593,27404.923,0.0,4796.476,57709.838,18836.47,71.58,33.01,919389.0,41.91,69.89,18.1,61.41,14.56,0.1049,51037.869
4801,2017-05-01,Argentina,Net Electricity Production,56.411,2494.18,0.0,1.136,2592.65,40.923,13.58,2.428,387077.0,80.47,124.7,14.42,72.89,11.2,0.08933,2536.239
4802,2017-05-01,Australia,Net Electricity Production,299.2695,1422.1601,0.0,514.815,3181.9309,945.6864,13.4,3.176,640358.0,72.32,116.2,14.69,51.51,18.77,0.02156,2882.6615
4803,2017-05-01,Austria,Net Electricity Production,378.3511,4172.6611,0.0,165.4441,5184.7431,468.2795,11.77,2.148,845419.0,92.4,138.5,13.91,68.79,12.18,0.1294,4806.3847000000005
4804,2017-05-01,Belgium,Net Electricity Production,465.6162,98.1785,0.0,468.7768,1395.988,363.4165,23.94,6.358,805178.0,71.25,112.1,15.16,70.66,14.85,0.07365,930.3717999999999
4805,2017-05-01,Brazil,Net Electricity Production,5088.1446,30942.1172,0.0,7.722,38767.1767,2729.1929,143.5,73.29,646827.0,1.034,4.67,23.0,79.62,25.0,0.1779,33679.032100000004
4806,2017-05-01,Bulgaria,Net Electricity Production,32.563,341.83,0.0,160.949,630.154,94.812,6.137,0.3488,856037.0,44.83,91.49,15.25,72.58,15.44,0.1203,597.591
4807,2017-05-01,Canada,Net Electricity Production,770.338,29334.42,0.422,363.028,32899.659,2431.451,4.295,1.443,836098.0,151.6,207.7,11.44,71.83,3.375,0.07727,32128.898999999998
4808,2017-05-01,Chile,Net Electricity Production,578.72,1215.189,0.0,210.932,2291.605,279.359,0.3039,0.01212,394250.0,208.9,269.7,9.309,72.04,7.274,0.2606,1705.48
4809,2017-05-01,Colombia,Net Electricity Production,89.496,5333.332,0.0,1.067,5424.552,0.657,116.2,66.12,665606.0,17.53,36.01,21.52,86.64,24.4,0.4639,5335.0560000000005
4810,2017-05-01,Croatia,Net Electricity Production,37.841,324.651,0.0,9.835,447.04,74.713,21.58,2.549,944283.0,21.67,48.82,17.12,70.66,17.12,0.08902,409.199
4811,2017-05-01,Cyprus,Net Electricity Production,4.48,0.0,0.0,15.131,39.239,19.628,114.4,33.18,1075441.0,0.0,0.01189,21.69,69.97,21.1,0.01644,34.759
4812,2017-05-01,Czech Republic,Net Electricity Production,395.0438,336.0093,0.0,310.0864,1074.1347,32.9952,11.65,1.754,824152.0,82.01,129.0,14.22,67.9,13.95,0.06768,679.0909
4813,2017-05-01,Denmark,Net Electricity Production,371.221,1.229,0.0,118.041,1505.352,1014.861,0.4765,0.0,840027.0,126.2,183.7,12.09,77.29,11.67,0.06379,1134.131
4814,2017-05-01,Estonia,Net Electricity Production,84.305,1.974,0.0,1.948,135.236,47.009,0.137,0.0,895839.0,208.8,268.7,9.337,65.84,9.225,0.03173,50.931
4815,2017-05-01,Finland,Net Electricity Production,811.2789,1328.4065,0.0,4.2185,2466.3378,322.4339,0.02219,0.0,793460.0,263.4,324.9,7.521,65.19,5.089,0.04493,1655.0589
4816,2017-05-01,France,Net Electricity Production,571.225,5816.485,42.943,1131.266,9097.282,1525.368,25.87,5.881,890568.0,62.08,100.2,15.6,71.34,15.23,0.1174,8473.118999999999
4817,2017-05-01,Germany,Net Electricity Production,3960.5317,2407.0704,0.0,5126.7588,17186.4446,5680.8442,19.99,4.676,778103.0,82.51,126.0,14.58,70.95,14.18,0.09124,13214.6734
4818,2017-05-01,Greece,Net Electricity Production,23.399,265.538,0.0,397.001,1136.418,450.48,46.69,7.176,1004387.0,3.749,15.14,19.02,70.45,18.32,0.06299,1113.019
4819,2017-05-01,Hungary,Net Electricity Production,172.5848,25.547,0.0,38.4238,296.8304,60.2748,20.55,3.39,868603.0,25.91,54.1,16.92,64.91,17.06,0.08515,124.2456
4820,2017-05-01,Iceland,Net Electricity Production,0.0,1155.561,0.0,0.0,1579.784,0.898,0.0,0.0,645509.0,250.5,312.5,7.921,82.38,5.889,0.1622,1156.4589999999998
4821,2017-05-01,India,Net Electricity Production,2554.0885,13642.4046,0.0,1949.6864,23298.1654,5151.9859,425.6,333.7,999437.0,1.278,1.822,34.53,53.28,30.17,0.08562,20744.0769
4822,2017-05-01,Ireland,Net Electricity Production,48.4177,35.3382,0.0,1.986,555.6052,469.8634,0.4242,0.0,793595.0,119.3,179.2,12.23,78.02,12.16,0.09066,507.1876
4823,2017-05-01,Italy,Net Electricity Production,1317.884,3898.774,0.0,2725.862,9689.841,1256.245,37.8,7.338,975544.0,26.1,50.88,17.58,68.68,16.93,0.06955,7880.880999999999
4824,2017-05-01,Japan,Net Electricity Production,1326.5482,8660.908,0.0,5947.4874,16520.5283,401.0566,48.27,9.334,859454.0,13.09,29.51,18.61,74.04,17.02,0.1473,15009.452
4825,2017-05-01,Korea,Net Electricity Production,416.996,608.164,40.789,763.057,2009.664,180.658,38.6,5.842,956353.0,4.333,22.36,18.52,67.07,17.6,0.04289,1551.879
4826,2017-05-01,Latvia,Net Electricity Production,64.1339,419.2419,0.0,0.0822,490.579,7.121,1.903,0.0,892304.0,164.2,220.5,10.95,63.35,10.68,0.04838,426.44509999999997
4827,2017-05-01,Lithuania,Net Electricity Production,50.3075,90.4485,0.0,11.904,231.8566,79.1967,3.91,0.0,891302.0,126.2,178.9,12.35,60.11,12.25,0.03439,181.54919999999998
4828,2017-05-01,Luxembourg,Net Electricity Production,14.2896,94.789,0.0,15.9331,137.7331,12.7214,22.48,6.998,846604.0,82.75,124.2,14.72,69.0,14.57,0.07672,123.4435
4829,2017-05-01,Malta,Net Electricity Production,0.496,0.0,0.0,18.14,18.636,0.0,37.19,0.03641,1076494.0,0.0,3.201,19.1,81.39,19.06,0.0002816,18.14
4830,2017-05-01,Mexico,Net Electricity Production,189.685,3735.014,0.0,96.692,5045.531,525.446,159.7,89.55,1089490.0,1.07,6.762,23.49,52.43,24.11,0.06281,4357.152
4831,2017-05-01,Netherlands,Net Electricity Production,367.4209,2.1318,0.0,258.2301,1207.5828,579.8,17.39,3.668,788358.0,74.66,119.1,14.72,73.87,14.35,0.05287,840.1619
4832,2017-05-01,New Zealand,Net Electricity Production,56.589,2129.4926,0.0,3.2867,2982.8529,146.07,0.2295,0.0,301740.0,128.7,187.6,11.95,81.93,9.872,0.1618,2278.8493
4833,2017-05-01,Norway,Net Electricity Production,22.402,10821.719,0.0,0.0,10985.827,141.706,0.03941,0.0,740720.0,206.8,267.5,9.374,72.73,5.466,0.1012,10963.425
4834,2017-05-01,People's Republic of China,Net Electricity Production,5762.602,94385.14,0.881,10109.277,137451.646,27183.936,133.5,66.07,978988.0,12.05,20.87,21.8,52.15,14.37,0.09579,131678.353
4835,2017-05-01,Poland,Net Electricity Production,492.0138,262.3695,0.0,22.6004,1692.293,915.3093,9.026,0.5369,795080.0,91.09,139.1,13.8,69.49,13.64,0.07924,1200.2792
4836,2017-05-01,Portugal,Net Electricity Production,239.0281,587.3126,0.0,95.2357,1763.8396,825.8889,28.29,5.854,973790.0,12.65,36.26,17.74,68.95,18.03,0.09242,1508.4371999999998
4837,2017-05-01,Romania,Net Electricity Production,20.923,1631.835,0.0,211.191,2277.118,413.169,9.295,0.8722,826573.0,38.52,79.7,15.73,71.09,15.16,0.1195,2256.195
4838,2017-05-01,Serbia,Net Electricity Production,6.064,944.359,0.0,1.479,955.169,3.266,19.57,2.41,846671.0,25.73,55.68,16.84,70.86,16.04,0.1296,949.104
4839,2017-05-01,Slovak Republic,Net Electricity Production,128.8915,524.8262,0.0,65.9256,719.6432,0.5,11.81,2.298,819441.0,67.66,112.0,14.77,69.98,14.42,0.09169,591.2518
4840,2017-05-01,Slovenia,Net Electricity Production,25.515,374.603,0.0,35.838,436.174,0.218,11.87,0.9436,860556.0,46.02,84.57,15.65,68.8,15.37,0.1276,410.659
4841,2017-05-01,Spain,Net Electricity Production,474.449,2028.094,0.0,1464.244,7440.539,3473.752,51.19,12.47,1015978.0,14.19,33.35,18.58,59.72,17.95,0.06408,6966.09
4842,2017-05-01,Sweden,Net Electricity Production,849.6414,4679.8183,0.0,42.2703,6668.168,1096.4379,1.865,0.001424,798286.0,178.8,235.8,10.45,66.09,7.218,0.05148,5818.5265
4843,2017-05-01,Switzerland,Net Electricity Production,129.403,3244.848,0.0,219.41,3601.697,8.036,10.39,1.023,880856.0,123.3,169.7,12.86,72.35,10.1,0.1873,3472.294
4844,2017-05-01,United Kingdom,Net Electricity Production,2860.8477,462.8463,0.3495,1535.7504,7837.8447,2978.0508,2.197,0.0008574,755912.0,105.9,160.3,12.9,79.06,11.88,0.08648,4976.6475
4845,2017-05-01,United States,Net Electricity Production,5241.576,34201.09,0.0,7639.555,71036.557,22663.269,77.07,37.6,949634.0,43.86,70.76,18.31,60.11,14.39,0.1181,64503.914
4846,2018-05-01,Argentina,Net Electricity Production,104.213,2242.8179,0.0,1.2501,2410.6081,62.327,22.83,6.332,407273.0,72.0,111.0,15.17,70.53,11.98,0.1013,2306.395
4847,2018-05-01,Australia,Net Electricity Production,280.3737,1612.8467,0.0,652.8055,3963.8462,1417.8203,13.45,3.048,646994.0,63.8,108.8,14.93,46.61,18.33,0.014,3683.4725000000003
4848,2018-05-01,Austria,Net Electricity Production,359.6691,4772.2584,0.0,177.2861,5603.5929,294.3603,15.46,2.374,793019.0,52.13,91.2,15.56,74.47,13.64,0.1964,5243.904799999999
4849,2018-05-01,Belgium,Net Electricity Production,383.0278,112.647,0.0,574.197,1441.5089,371.6371,21.46,2.9,885372.0,56.09,91.42,15.74,71.22,15.43,0.07594,1058.4811
4850,2018-05-01,Brazil,Net Electricity Production,5562.8485,31714.1636,0.0,261.4048,41200.7335,3662.3166,137.8,67.94,652570.0,4.848,11.36,22.3,77.96,24.25,0.1832,35637.885
4851,2018-05-01,Bulgaria,Net Electricity Production,125.1957,530.6259,0.0,180.6823,948.111,111.607,19.31,0.6732,932792.0,11.46,39.46,17.35,71.81,17.56,0.09904,822.9152
4852,2018-05-01,Canada,Net Electricity Production,675.1288,29229.7453,2.0169,472.4121,32834.8535,2455.5505,12.83,2.716,901422.0,93.57,140.9,13.87,67.92,2.03,0.06167,32157.707899999998
4853,2018-05-01,Chile,Net Electricity Production,629.7057,1341.3605,0.0,332.1672,2577.0241,253.9819,0.1312,0.007925,417419.0,162.3,223.4,10.8,66.38,7.789,0.1846,1927.5095999999999
4854,2018-05-01,Colombia,Net Electricity Production,118.1555,5046.0738,0.0,1.7668,5168.8755,2.8794,105.4,58.55,608895.0,21.77,41.83,20.71,88.41,23.71,0.5695,5050.72
4855,2018-05-01,Croatia,Net Electricity Production,47.3331,658.8553,0.0,10.1602,847.5479,131.0827,48.16,8.952,915237.0,3.694,15.32,19.06,74.07,19.17,0.1212,800.0982
4856,2018-05-01,Cyprus,Net Electricity Production,4.8074,0.0,0.0,18.417,40.6721,17.4477,178.8,89.1,1092232.0,0.0,0.000708,23.78,68.5,23.18,0.04099,35.8647
4857,2018-05-01,Czech Republic,Net Electricity Production,363.7788,213.4022,0.0,325.5549,947.9313,45.1954,19.58,2.772,858566.0,29.21,64.8,16.54,66.38,16.2,0.08894,584.1524999999999
4858,2018-05-01,Denmark,Net Electricity Production,276.6397,1.107,0.0,166.635,1171.5044,727.1227,6.78,0.1948,974612.0,56.25,99.51,15.01,72.66,14.5,0.04193,894.8647
4859,2018-05-01,Estonia,Net Electricity Production,78.1528,1.8132,0.0,5.8558,118.4145,32.5927,3.169,0.0101,979969.0,69.87,119.3,14.25,62.58,14.12,0.02447,40.261700000000005
4860,2018-05-01,Finland,Net Electricity Production,757.864,1615.3476,0.0,13.1789,2827.7432,441.3527,3.433,0.00311,875739.0,100.2,148.9,13.31,57.97,11.66,0.03354,2069.8792000000003
4861,2018-05-01,France,Net Electricity Production,887.0294,7824.7401,39.5043,1200.561,11599.2959,1637.9284,11.99,0.6697,846003.0,54.0,92.53,15.4,75.03,14.87,0.1303,10663.2295
4862,2018-05-01,Germany,Net Electricity Production,4011.4575,2362.1081,0.0,6150.6337,19730.3642,7195.2042,25.07,4.68,896441.0,41.3,74.41,16.41,65.0,16.12,0.07482,15707.946
4863,2018-05-01,Greece,Net Electricity Production,24.6341,360.5726,0.0,375.0809,1205.4115,445.1239,86.62,21.87,1000634.0,1.155,5.556,20.62,73.65,19.96,0.05991,1180.7774
4864,2018-05-01,Hungary,Net Electricity Production,161.4329,28.0629,0.0,73.1958,289.7969,26.6656,60.03,11.12,919924.0,3.793,13.84,19.49,62.73,19.6,0.08346,127.9243
4865,2018-05-01,Iceland,Net Electricity Production,0.0,1156.5585,0.0,0.0,1632.8646,0.3089,0.0,0.0,715483.0,328.0,390.0,5.421,78.81,4.004,0.2108,1156.8674
4866,2018-05-01,India,Net Electricity Production,1766.1682,11634.5111,0.0,3414.9478,21475.2027,4659.5756,413.3,321.5,998956.0,1.59,2.174,33.97,53.68,29.85,0.09844,19709.0345
4867,2018-05-01,Ireland,Net Electricity Production,75.3524,51.6932,0.0,3.3014,632.958,502.6111,0.09319,0.0,729882.0,124.6,184.0,12.07,80.04,11.91,0.08814,557.6057000000001
4868,2018-05-01,Italy,Net Electricity Production,1238.9953,6604.5104,0.0,2370.8084,11626.0483,921.5347,35.79,7.054,873436.0,17.41,40.24,17.86,77.81,17.11,0.1614,9896.853500000001
4869,2018-05-01,Japan,Net Electricity Production,1507.7254,10541.6496,0.0,6515.0805,19327.3043,567.8922,48.79,10.31,797313.0,22.15,41.71,18.23,75.83,16.7,0.2449,17624.622300000003
4870,2018-05-01,Korea,Net Electricity Production,782.5905,585.3263,40.4461,995.9335,2609.5957,205.2993,30.47,6.054,808469.0,16.57,43.66,17.57,75.98,16.78,0.184,1786.5591
4871,2018-05-01,Latvia,Net Electricity Production,67.8828,280.8912,0.0,0.232,355.048,6.042,9.703,0.2003,960143.0,43.87,84.37,15.59,60.86,15.32,0.02595,287.1652
4872,2018-05-01,Lithuania,Net Electricity Production,28.57,85.5896,0.0,14.3043,197.4792,69.0154,17.85,2.433,937907.0,30.9,67.08,16.41,59.93,16.33,0.03941,168.9093
4873,2018-05-01,Luxembourg,Net Electricity Production,19.0613,135.4754,0.0,17.3762,187.353,15.4401,12.15,0.1683,907375.0,53.14,91.78,15.43,68.78,15.31,0.09097,168.2917
4874,2018-05-01,Malta,Net Electricity Production,0.7107,0.0,0.0,21.1086,21.8194,0.0,28.61,1.046,1052069.0,0.0,5.01,18.76,85.92,18.73,0.008785,21.1086
4875,2018-05-01,Mexico,Net Electricity Production,235.1774,4057.1559,0.0,107.482,5568.9219,752.1856,152.7,86.64,1095269.0,2.664,10.66,23.08,53.56,24.57,0.05761,4916.8235
4876,2018-05-01,Netherlands,Net Electricity Production,313.2265,10.9363,0.0,647.2951,1521.7937,550.3357,24.69,3.693,899109.0,52.69,83.71,16.1,70.71,15.84,0.06183,1208.5671
4877,2018-05-01,New Zealand,Net Electricity Production,66.7548,2274.147,0.0,4.3664,3190.1691,194.1366,0.1131,0.0,305217.0,114.8,171.0,12.49,80.8,9.976,0.1735,2472.65
4878,2018-05-01,Norway,Net Electricity Production,16.1863,9713.109,0.0,0.4319,9952.3569,222.6297,8.863,0.8837,805632.0,115.8,164.4,12.98,67.64,9.615,0.07131,9936.170600000001
4879,2018-05-01,People's Republic of China,Net Electricity Production,6767.5079,99229.5608,0.8814,15406.1261,153256.0669,31842.5988,138.8,74.2,943199.0,10.74,20.0,22.49,53.71,14.47,0.1092,146478.2857
4880,2018-05-01,Poland,Net Electricity Production,490.6527,184.3954,0.0,42.8562,1514.8263,796.922,25.73,4.41,904796.0,27.1,58.96,16.93,61.96,16.81,0.06505,1024.1736
4881,2018-05-01,Portugal,Net Electricity Production,258.965,1100.5489,0.0,98.9585,2197.9311,722.5275,3.364,0.08274,962000.0,29.14,75.68,15.67,71.38,15.93,0.05199,1922.0349
4882,2018-05-01,Romania,Net Electricity Production,32.4653,1769.3907,0.0,231.223,2540.7955,507.7164,38.95,5.013,921968.0,11.76,31.12,18.25,65.22,17.58,0.08492,2508.3301
4883,2018-05-01,Serbia,Net Electricity Production,6.7687,1147.1724,0.0,1.8193,1160.5503,4.79,58.75,14.55,957707.0,3.562,15.69,19.39,66.92,18.42,0.08652,1153.7817
4884,2018-05-01,Slovak Republic,Net Electricity Production,132.2137,363.8279,0.0,79.8635,575.905,0.0,28.61,4.215,870958.0,23.77,50.41,17.3,66.69,16.94,0.09636,443.6914
4885,2018-05-01,Slovenia,Net Electricity Production,22.8733,637.7815,0.0,33.458,694.6309,0.5181,17.6,1.244,810075.0,17.07,47.11,17.05,75.86,16.73,0.2333,671.7576
4886,2018-05-01,Spain,Net Electricity Production,416.2924,3671.5715,0.0,1297.2097,8703.7243,3318.6507,14.28,0.7046,947798.0,29.26,61.15,16.49,67.65,15.4,0.09173,8287.4319
4887,2018-05-01,Sweden,Net Electricity Production,725.7633,6152.1115,0.0,75.498,7986.7928,1033.42,7.095,0.455,899095.0,71.16,116.1,14.48,61.08,11.98,0.03708,7261.029500000001
